row_ref,field_key,issue_type,severity,details,original,suggestion,human_decision,notes
ROW:2|KEY:GENUKIndicativeAppetiteInvestmentCountrydontknowpercentage,GENUKIndicativeAppetiteInvestmentCountrydontknowpercentage,Too Long,Medium,21 words,"When will you know the percentage investment in this country, so that you can come back to us with this information?	","When will you know the percentage investment in this country, so that you can come back to us with this information?",,
ROW:2|KEY:GENUKIndicativeAppetiteMembershipIFSWF,GENUKIndicativeAppetiteMembershipIFSWF,Too Long,Medium,28 words,Please confirm membership of the International Forum of Sovereign Wealth Funds (IFSWF) and their acceptance of the Santiago Principles for all Sovereign Wealth Fund investors within the structure,Please confirm membership of the International Forum of Sovereign Wealth Funds (IFSWF) and their acceptance of the Santiago Principles for all Sovereign Wealth Fund investors within the structure,,
ROW:2|KEY:GENUKIndicativeAppetitePepInvestors,GENUKIndicativeAppetitePepInvestors,Too Long,Medium,26 words,"Are any of the fund's investors or Ultimate Beneficial Owners (UBOs), who have a holding of 10% or more in the fund, Politically Exposed Persons (PEP)?","Are any of the fund's investors or Ultimate Beneficial Owners (UBOs), who have a holding of 10% or more in the fund, Politically Exposed Persons (PEP)?",,
ROW:2|KEY:GENIndicativeAppetiteRiskadversedetailsother,GENIndicativeAppetiteRiskadversedetailsother,Too Long,Medium,24 words,Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and beneficial owners?,Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and beneficial owners?,,
ROW:2|KEY:GENUKIndicativeAppetiteRiskadversedetailsother,GENUKIndicativeAppetiteRiskadversedetailsother,Too Long,Medium,24 words,Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and beneficial owners?,Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and beneficial owners?,,
ROW:2|KEY:GENConsolidatedFund6monthsAssestValueType,GENConsolidatedFund6monthsAssestValueType,Too Long,Medium,23 words,What type of consolidated group / fund are you (Given you expect to have asset of more than £1.4 mil within 6months) ?,What type of consolidated group / fund are you (Given you expect to have asset of more than £1.4 mil within 6months) ?,,
ROW:2|KEY:SPEWholesaleDepositorIn6MonthsOther,SPEWholesaleDepositorIn6MonthsOther,Too Long,Medium,24 words,Please detail why the Wholesale Depositor requirements will not be met in 6 months and how it will be met? - RD TO COMPLETE,Please detail why the Wholesale Depositor requirements will not be met in 6 months and how it will be met?,,
ROW:2|KEY:SPEIntroducingName,SPEIntroducingName,Too Long,Medium,23 words,"Please confirm full name of the introducer you are using for this application. [Are you a third party introducer, or are you direct?]","Please confirm full name of the introducer you are using for this application. [Are you a third party introducer, or are you direct?",,
ROW:2|KEY:GENDirectbearercontrol,GENDirectbearercontrol,Too Long,Medium,27 words,Please confirm that the bearer shares are fully controlled by yourselves and will not be moved or transferred during the life of this account with the Bank?  ,Please confirm that the bearer shares are fully controlled by yourselves and will not be moved or transferred during the life of this account with the Bank?,,
ROW:2|KEY:GENMetFaceToFace,GENMetFaceToFace,Too Long,Medium,27 words,"Have you (or an individual from your wider internal group) met the customer for whom this account relates, face to face and in accordance with local regulation?","Have you (or an individual from your wider internal group) met the customer for whom this account relates, face to face and in accordance with local regulation?",,
ROW:2|KEY:If_Yes_please_detail_the_name_and_position_of_the_individual_from_your_group_that_has_met_the_customer_including_the_date_the_meeting_was_held,If_Yes_please_detail_the_name_and_position_of_the_individual_from_your_group_that_has_met_the_customer_including_the_date_the_meeting_was_held,Too Long,Medium,26 words,"If Yes, please detail the name and position of the individual from your group that has met the customer including the date the meeting was held.","If Yes, please detail the name and position of the individual from your group that has met the customer including the date the meeting was held.",,
ROW:2|KEY:If_Yes_please_detail_the_name_and_position_of_the_individual_representing_the_customer_and_the_RBSI_employee_that_met_this_individual_and_include_the_date_the_meeting_was_held,If_Yes_please_detail_the_name_and_position_of_the_individual_representing_the_customer_and_the_RBSI_employee_that_met_this_individual_and_include_the_date_the_meeting_was_held,Too Long,Medium,30 words,"If Yes, please detail the name and position of the individual representing the customer, and the RBSI employee that met this individual, and include the date the meeting was held.","If Yes, please detail the name and position of the individual representing the customer, and the RBSI employee that met this individual, and include the date the meeting was held.",,
ROW:209|KEY:GENRegAddressFor3Years,GENRegAddressFor3Years,Too Long,Medium,23 words,"Have you had the same registered address for the past 3 years? If not, please enter all addresses within the past 3 year",Have you had the same registered address for the past 3 years?,,
ROW:2|KEY:GENfundarrearslegalinsolvent,GENfundarrearslegalinsolvent,Too Long,Medium,26 words,"Please confirm if the customer structure has tax arrears or legal proceeding outstanding or has ever been insolvent, bankrupt or had any court proceedings for debt?","Please confirm if the customer structure has tax arrears or legal proceeding outstanding or has ever been insolvent, bankrupt or had any court proceedings for debt?",,
ROW:2|KEY:We_are_unable_to_open_an_account_for_you_at_this_time_as_we_dont_have_the_required_information_on_the_entitys_tax_status_classification,We_are_unable_to_open_an_account_for_you_at_this_time_as_we_dont_have_the_required_information_on_the_entitys_tax_status_classification,Too Long,Medium,25 words,"We are unable to open an account for you at this time, as we don’t have the required information on the entity’s tax status
classification.","We are unable to open an account for you now, as we don’t have the required information on the entity’s tax status classification.",,
ROW:2|KEY:We_are_unable_to_open_an_account_for_you_at_this_time_as_we_dont_have_the_required_information_on_the_entitys_FATCACRS_tax_status,We_are_unable_to_open_an_account_for_you_at_this_time_as_we_dont_have_the_required_information_on_the_entitys_FATCACRS_tax_status,Too Long,Medium,25 words,"We are unable to open an account for you at this time, as we don’t have the required information on the entity’s FATCA/CRS tax status.","We are unable to open an account for you now, as we don’t have the required information on the entity’s FATCA/CRS tax status.",,
ROW:2|KEY:Please_respond_as_fully_as_possible_in_each_of_the_sections_below_and_provide_further_information_required_as_per_the_eQ_Electronic_Banking_section,Please_respond_as_fully_as_possible_in_each_of_the_sections_below_and_provide_further_information_required_as_per_the_eQ_Electronic_Banking_section,Too Long,Medium,24 words,Please respond as fully as possible in each of the sections below and provide further information required as per the eQ Electronic Banking section.,Please respond as fully as possible in each of the sections below and provide further information required as per the eQ Electronic Banking section.,,
ROW:2|KEY:GENFundDescription,GENFundDescription,Too Long,Medium,25 words,"Please provide a detailed description of the investment activities of the fund, including the type of investments and detail of the asset classes and sectors","enter a detailed description of the investment activities of the fund, including the type of investments and detail of the asset classes and sectors",,
ROW:2|KEY:GENFundSizeExtreme,GENFundSizeExtreme,Too Long,Medium,22 words,"As you have advised that the fund size is greater than 10 billion, please enter the exact fund size/ targeted fund size","As you have advised that the fund size is greater than 10 billion, please enter the exact fund size/ targeted fund size",,
ROW:2|KEY:GENFundTargetedSizeExtreme,GENFundTargetedSizeExtreme,Too Long,Medium,22 words,"As you have advised that the fund size is greater than 10 billion, please enter the exact fund size/ targeted fund size","As you have advised that the fund size is greater than 10 billion, please enter the exact fund size/ targeted fund size",,
ROW:2|KEY:GENFundDates,GENFundDates,Too Long,Medium,24 words,"What is the scheduled launch date and target size of the fund?  If a closed ended fund, what is/was the date of final close?",What is the scheduled launch date and target size of the fund?,,
ROW:2|KEY:GENInvestmentCountrydontknowpercentage,GENInvestmentCountrydontknowpercentage,Too Long,Medium,21 words,"When will you know the percentage investment in this country, so that you can come back to us with this information?	","When will you know the percentage investment in this country, so that you can come back to us with this information?",,
ROW:2|KEY:GENriskadversedetails,GENriskadversedetails,Too Long,Medium,27 words,Please provide details of any other risk factor and/or adverse information you are aware of in relation to the customer or its key principals and beneficial owners.,enter details of any other risk factor and/or adverse information you are aware of in relation to the customer or its key principals and beneficial owners.,,
ROW:2|KEY:GENpepinvestors,GENpepinvestors,Too Long,Medium,26 words,"Are any of the fund's investors or Ultimate Beneficial Owners (UBOs), who have a holding of 10% or more in the fund, Politically Exposed Persons (PEP)?","Are any of the fund's investors or Ultimate Beneficial Owners (UBOs), who have a holding of 10% or more in the fund, Politically Exposed Persons (PEP)?",,
ROW:2|KEY:GENdetailPEPconnection,GENdetailPEPconnection,Too Long,Medium,28 words,Please provide further details of the Politically Exposed Persons (PEP) connection. You may have to complete a PEP Relationship Proforma. This can be obtained from your Relationship Director.,enter further details of the Politically Exposed Persons (PEP) connection. You may have to complete a PEP Relationship Proforma. This can be obtained from your Relationship Director.,,
ROW:2|KEY:GENbearercontrol,GENbearercontrol,Too Long,Medium,28 words,"Please confirm that the bearer shares are fully controlled by the intermediary and
will not be moved or transferred during the life of this account with the Bank?",Please confirm that the bearer shares are fully controlled by the intermediary and will not be moved or transferred during the life of this account with the Bank?,,
ROW:2|KEY:GENNomineeShare,GENNomineeShare,Too Long,Medium,24 words,Please advise if there are Nominee Shareholdings with no identifiable Beneficiary and/ or High Risk factors surrounding the Nominee Shareholder? - OBT TO COMPLETE,Please advise if there are Nominee Shareholdings with no identifiable Beneficiary and/ or High Risk factors surrounding the Nominee Shareholder?,,
ROW:2|KEY:GENAccDesignation,GENAccDesignation,Too Long,Medium,27 words,"This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?","This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?",,
ROW:2|KEY:GENCashMngtAccDesignation,GENCashMngtAccDesignation,Too Long,Medium,27 words,"This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?","This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?",,
ROW:2|KEY:GENCurrentAccDesignation,GENCurrentAccDesignation,Too Long,Medium,27 words,"This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?","This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?",,
ROW:2|KEY:If_you_require_cheque_or_payingin_books_please_request_this_through_your_usual_contact_at_the_bank_once_you_have_received_your_account_number,If_you_require_cheque_or_payingin_books_please_request_this_through_your_usual_contact_at_the_bank_once_you_have_received_your_account_number,Too Long,Medium,24 words,"If you require cheque or paying-in books, please request this through your usual contact at the bank, once you have received your account number.","If you require cheque or paying-in books, please request this through your usual contact at the bank, once you have received your account number.",,
ROW:2|KEY:GENintermediarymandate,GENintermediarymandate,Too Long,Medium,21 words,"Do you require your standard intermediary signatory list to apply to this account, i.e. no other signatories are to be appointed?","Do you require your standard intermediary signatory list to apply to this account, i.e. no other signatories are to be appointed?",,
ROW:2|KEY:This_section_applies_if_the_intermediary_already_has_electronic_banking_If_not_please_speak_to_your_usual_contact_at_the_Bank_for_further_information,This_section_applies_if_the_intermediary_already_has_electronic_banking_If_not_please_speak_to_your_usual_contact_at_the_Bank_for_further_information,Too Long,Medium,24 words,"This section applies if the intermediary already has electronic banking. If not, please speak to your usual contact at the Bank for further information.","This section applies if the intermediary already has electronic banking. If not, please speak to your usual contact at the Bank for further information.",,
ROW:2|KEY:When_uploading_the_mandate_document_please_ensure_it_is_dated_and_has_been_signed_by_the_individuals_with_the_correct_authority,When_uploading_the_mandate_document_please_ensure_it_is_dated_and_has_been_signed_by_the_individuals_with_the_correct_authority,Too Long,Medium,21 words,When uploading the mandate document please ensure it is dated and has been signed by the individual/s with the correct authority.,When uploading the mandate document please ensure it is dated and has been signed by the individual/s with the correct authority.,,
ROW:2|KEY:As_the_application_does_not_meet_the_acceptable_definition_of_a_Wholesale_Depositor_this_application_must_be_referred_to_the_Relationship_Director,As_the_application_does_not_meet_the_acceptable_definition_of_a_Wholesale_Depositor_this_application_must_be_referred_to_the_Relationship_Director,Too Long,Medium,22 words,"As the application does not meet the acceptable definition of a Wholesale Depositor, this application must be referred to the Relationship Director","As the application does not meet the acceptable definition of a Wholesale Depositor, this application must be referred to the Relationship Director",,
ROW:2|KEY:SPEESERationale,SPEESERationale,Too Long,Medium,26 words,Rationale as to how you have come to the decision as to whether the structure represents any enhanced ESE or reputational risk - RD TO COMPLETE,Rationale as to how you have come to the decision as to whether the structure represents any enhanced ESE or reputational risk - RD TO COMPLETE,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__RD_to_complete_where_Jurisdiction_of_incorporation_of_the_entity_requiring_a_bank_account_is_a_Limited_Low_or_No_Appetite_country,Non_High_Appetite_Jurisdiction_Questionnaire__RD_to_complete_where_Jurisdiction_of_incorporation_of_the_entity_requiring_a_bank_account_is_a_Limited_Low_or_No_Appetite_country,Too Long,Medium,28 words,"Non High Appetite Jurisdiction Questionnaire - [RD to complete where Jurisdiction of incorporation of the entity requiring a bank account is a 'Limited', 'Low' or 'No Appetite' country]","Non High Appetite Jurisdiction Questionnaire - [RD to complete where Jurisdiction of incorporation of the entity requiring a bank account is a 'Limited', 'Low' or 'No Appetite' country]",,
ROW:2|KEY:SPENonHighBusAppStructuringRationale,SPENonHighBusAppStructuringRationale,Too Long,Medium,24 words,Reason why - Is the rationale for structuring in this way considered reasonable with particular reference to tax transparency policy - RD TO COMPLETE,Reason why - Is the rationale for structuring in this way considered reasonable with particular reference to tax transparency policy - RD TO COMPLETE,,
ROW:2|KEY:SPENonHighBusAppIntroducingFundFunctionary,SPENonHighBusAppIntroducingFundFunctionary,Too Long,Medium,23 words,Introducing Fund Functionary (where appropriate) - Do we consider that this is an introducing Fund Functionary worthy of support? - RD TO COMPLETE,Introducing Fund Functionary (where appropriate) - Do we consider that this is an introducing Fund Functionary worthy of support?,,
ROW:2|KEY:SPENonHighBusAppSponsorAdvisingRecord,SPENonHighBusAppSponsorAdvisingRecord,Too Long,Medium,28 words,Do the sponsor and advising parties have a demonstrable track record (if a new sponsor do the key personnel have a demonstrable track record)? - RD TO COMPLETE,Do the sponsor and advising parties have a demonstrable track record (if a new sponsor do the key personnel have a demonstrable track record)?,,
ROW:2|KEY:SPENonHighBusAppDirRespCDDInvestors,SPENonHighBusAppDirRespCDDInvestors,Too Long,Medium,25 words,"If a direct relationship, who is responsible for undertaking CDD on Investors? (Provide commentary on how we get comfortable with this) - RD TO COMPLETE","If a direct relationship, who is responsible for undertaking CDD on Investors?",,
ROW:2|KEY:SPENonHighBusAppControllerslocal,SPENonHighBusAppControllerslocal,Too Long,Medium,28 words,Where a direct relationship are the controllers local/ in a within appetite jurisdiction? – (Care re a distant direct relationship with no local presence) - RD TO COMPLETE,Where a direct relationship are the controllers local/ in a within appetite jurisdiction?,,
ROW:2|KEY:SPENonHighBusAppFullTaxTrans,SPENonHighBusAppFullTaxTrans,Too Long,Medium,27 words,"Are we satisfied that that there is full tax transparency, CRS and FATCA issues complied with and no exception to tax principles policy. - RD TO COMPLETE","Are we satisfied that that there is full tax transparency, CRS and FATCA issues complied with and no exception to tax principles policy. - RD TO COMPLETE",,
ROW:2|KEY:SPENonHighBusAppCrossBorderIssues,SPENonHighBusAppCrossBorderIssues,Too Long,Medium,21 words,Have cross border issues been considered? Refer to cross border policy. Confirm no reason not to proceed. - RD TO COMPLETE,Have cross border issues been considered?,,
ROW:2|KEY:SPEOBCHECKFormComplete,SPEOBCHECKFormComplete,Too Long,Medium,24 words,"OBT - Check that the Agreement Page has been signed by the highest signing authority, and that the names, dates and positions are completed","OBT - Check that the Agreement Page has been signed by the highest signing authority, and that the names, dates and positions are completed",,
ROW:2|KEY:SPENASCHECKFormComplete,SPENASCHECKFormComplete,Too Long,Medium,24 words,"NAS - Check that the Agreement Page has been signed by the highest signing authority, and that the names, dates and positions are completed","NAS - Check that the Agreement Page has been signed by the highest signing authority, and that the names, dates and positions are completed",,
ROW:2|KEY:SPEOBCHECKRegName,SPEOBCHECKRegName,Too Long,Medium,22 words,"OBT - If any trading names are identified this will need to be recorded and screened 
Check correct legal name is recorded",OBT - If any trading names are identified this will need to be recorded and screened Check correct legal name is recorded,,
ROW:2|KEY:SPENASCHECKRegName,SPENASCHECKRegName,Too Long,Medium,22 words,"NAS - If any trading names are identified this will need to be recorded and screened 
Check correct legal name is recorded",NAS - If any trading names are identified this will need to be recorded and screened Check correct legal name is recorded,,
ROW:2|KEY:SPEOBCHECKNonResidentJurisdiction,SPEOBCHECKNonResidentJurisdiction,Too Long,Medium,28 words,OBT - Do the Trading or mailing addresses match the jurisdiction the account is being opened in? If not then rationale to be documented in a File Note,OBT - Do the Trading or mailing addresses match the jurisdiction the account is being opened in?,,
ROW:2|KEY:SPENASCHECKNonResidentJurisdiction,SPENASCHECKNonResidentJurisdiction,Too Long,Medium,28 words,NAS - Do the Trading or mailing addresses match the jurisdiction the account is being opened in? If not then rationale to be documented in a File Note,NAS - Do the Trading or mailing addresses match the jurisdiction the account is being opened in?,,
ROW:2|KEY:SPENASCHECKScreening,SPENASCHECKScreening,Too Long,Medium,30 words,"NAS- Screening checks completed and approval evidence recorded (Where required) OCC Fin Crime, OCC Sanctions Check, Sanctioned Countries list checked if Applicable. Actone and for (High risk customers only) Kritic 
","NAS- Screening checks completed and approval evidence recorded (Where required) OCC Fin Crime, OCC Sanctions Check, Sanctioned Countries list checked if Applicable. Actone and for (High risk customers only) Kritic",,
ROW:2|KEY:SPENASCHECKAccountActivity,SPENASCHECKAccountActivity,Too Long,Medium,26 words,"NAS - Account Activity. When this is passed by NAS, this is confirming that the description provided makes sense and relates to activity. Is it sufficient?","NAS - Account Activity. When this is passed by NAS, this is confirming that the description provided makes sense and relates to activity. Is it sufficient?",,
ROW:2|KEY:SPENASCHECKPurposeofAccount,SPENASCHECKPurposeofAccount,Too Long,Medium,27 words,"NAS - Purpose of Account. When this is passed by NAS, this is confirming that the description provided makes sense and relates to activity. Is it sufficient?","NAS - Purpose of Account. When this is passed by NAS, this is confirming that the description provided makes sense and relates to activity. Is it sufficient?",,
ROW:2|KEY:SPENASCHECKFileNotesConcise,SPENASCHECKFileNotesConcise,Too Long,Medium,29 words,NAS - File Notes: Are they clear and concise and in line with agreed process (i.e. acceptable to be taken over the phone) Do they cover all missing information?,NAS - File Notes: Are they clear and concise and in line with agreed process (i.e. acceptable to be taken over the phone) Do they cover all missing information?,,
ROW:2|KEY:GENCalculatedWDClassification,GENCalculatedWDClassification,Passive Voice,Low,Could be more direct,What are required classification for the Wholesale Depositor? ,What you need classification for the Wholesale Depositor? ,,
ROW:2|KEY:SPEWholesaleDepositorIn6MonthsOther,SPEWholesaleDepositorIn6MonthsOther,Passive Voice,Low,Could be more direct,Please detail why the Wholesale Depositor requirements will not be met in 6 months and how it will be met? - RD TO COMPLETE,Please detail why the Wholesale Depositor requirements will not be met in 6 months and how it will be met? - RD TO COMPLETE,,
ROW:2|KEY:SPERationaleOffshoreAccount,SPERationaleOffshoreAccount,Passive Voice,Low,Could be more direct,"If your customer is not a resident of the jurisdiction where you are applying for an account to be opened, please provide rationale justifying why an account is required in this jurisdiction","If your customer is not a resident of the jurisdiction where you are applying for an account to be opened, please provide rationale justifying why an account you need in this jurisdiction",,
ROW:2|KEY:SPEintermediarylicenseJER,SPEintermediarylicenseJER,Passive Voice,Low,Could be more direct,Type of License the introduction is being made,Type of License the introduction is being made,,
ROW:2|KEY:SPEintermediarylicenseGUE,SPEintermediarylicenseGUE,Passive Voice,Low,Could be more direct,Type of License the introduction is being made,Type of License the introduction is being made,,
ROW:2|KEY:SPEintermediarylicenseIOM,SPEintermediarylicenseIOM,Passive Voice,Low,Could be more direct,Type of License the introduction is being made,Type of License the introduction is being made,,
ROW:2|KEY:SPEintermediarylicenseGIB,SPEintermediarylicenseGIB,Passive Voice,Low,Could be more direct,Type of License the introduction is being made,Type of License the introduction is being made,,
ROW:2|KEY:SPEintermediarylicenseUK,SPEintermediarylicenseUK,Passive Voice,Low,Could be more direct,Type of License the introduction is being made,Type of License the introduction is being made,,
ROW:2|KEY:SPEintermediarylicenseLUX,SPEintermediarylicenseLUX,Passive Voice,Low,Could be more direct,Type of License the introduction is being made,Type of License the introduction is being made,,
ROW:2|KEY:As_you_have_stated_that_neither_you_nor_a_Third_party_have_met_the_customer_face_to_face_it_is_unlikely_that_we_will_be_able_to_open_a_bank_account_for_your_customer_We_would_advise_you_not_to_complete_the_rest_of_this_application_without_first_having_discussed_this_with_your_Relationship_Director,As_you_have_stated_that_neither_you_nor_a_Third_party_have_met_the_customer_face_to_face_it_is_unlikely_that_we_will_be_able_to_open_a_bank_account_for_your_customer_We_would_advise_you_not_to_complete_the_rest_of_this_application_without_first_having_discussed_this_with_your_Relationship_Director,Passive Voice,Low,Could be more direct,"As you have stated that neither you nor a Third party have met the customer face to face, it is unlikely that we will be able to open a bank account for your customer. We would advise you not to complete the rest of this application without first having discussed this with your Relationship Director.","As you have stated that neither you nor a Third party have met the customer face to face, it is unlikely that we will be able to open a bank account for your customer. We would advise you not to complete the rest of this application without first having discussed this with your Relationship Director.",,
ROW:2|KEY:As_you_have_stated_that_there_are_more_than_3_layers_in_the_chain_of_introduction_between_your_relationship_with_this_customer_and_the_3rd_party_that_has_met_the_customer_face_to_face_it_is_unlikely_that_we_will_be_able_to_open_a_bank_account_for_your_customer_We_would_advise_you_not_to_complete_the_rest_of_this_application_without_first_having_discussed_this_with_your_Relationship_Director,As_you_have_stated_that_there_are_more_than_3_layers_in_the_chain_of_introduction_between_your_relationship_with_this_customer_and_the_3rd_party_that_has_met_the_customer_face_to_face_it_is_unlikely_that_we_will_be_able_to_open_a_bank_account_for_your_customer_We_would_advise_you_not_to_complete_the_rest_of_this_application_without_first_having_discussed_this_with_your_Relationship_Director,Passive Voice,Low,Could be more direct,"As you have stated that there are more than 3 layers in the chain of introduction between your relationship with this customer and the 3rd party that has met the customer face to face, it is unlikely that we will be able to open a bank account for your customer. We would  advise you not to complete the rest of this application without first having discussed this with your Relationship Director.","As you have stated that there are more than 3 layers in the chain of introduction between your relationship with this customer and the 3rd party that has met the customer face to face, it is unlikely that we will be able to open a bank account for your customer. We would  advise you not to complete the rest of this application without first having discussed this with your Relationship Director.",,
ROW:2|KEY:GENDeliveryChannelMitigant,GENDeliveryChannelMitigant,Passive Voice,Low,Could be more direct,Mitigant for Delivery channel - OBT TO COMPLETE (IF MITIGANT IS REQUIRED),Mitigant for Delivery channel - OBT TO COMPLETE (IF MITIGANT you need),,
ROW:2|KEY:GENCountryRegistrationJurisdictionMismatchRationale,GENCountryRegistrationJurisdictionMismatchRationale,Passive Voice,Low,Could be more direct,The country of Registration/Formation selected does not match the jurisdiction where you are applying for an account to be opened. Please provide rationale justifying why an account is required in this jurisdiction:,The country of Registration/Formation selected does not match the jurisdiction where you are applying for an account to be opened. Please provide rationale justifying why an account you need in this jurisdiction:,,
ROW:2|KEY:GENIFundnvestorCountry,GENIFundnvestorCountry,Passive Voice,Low,Could be more direct,Please state the main countries where the fund’s investors will be/are based,Please state the main countries where the fund’s investors will be/are based,,
ROW:2|KEY:GENAccDesignation,GENAccDesignation,Passive Voice,Low,Could be more direct,"This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?","This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?",,
ROW:2|KEY:GENAccStatFreq,GENAccStatFreq,Passive Voice,Low,Could be more direct,"Statements will be set on an annual default frequency. Should you require these more frequently, please indicate here:","Statements will be set on an annual default frequency. Should you require these more frequently, please indicate here:",,
ROW:2|KEY:GENCashMngtAccDesignation,GENCashMngtAccDesignation,Passive Voice,Low,Could be more direct,"This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?","This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?",,
ROW:2|KEY:GENCashMngtAccStatFreq,GENCashMngtAccStatFreq,Passive Voice,Low,Could be more direct,"Statements will be set on an annual default frequency. Should you require these more frequently, please indicate here:","Statements will be set on an annual default frequency. Should you require these more frequently, please indicate here:",,
ROW:2|KEY:GENCurrentAccDesignation,GENCurrentAccDesignation,Passive Voice,Low,Could be more direct,"This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?","This account will be in the name of your business. Please confirm if you require an additional designation or reference e.g. Office account, Collections account, Rental account?",,
ROW:2|KEY:GENCurrentAccStatFreq,GENCurrentAccStatFreq,Passive Voice,Low,Could be more direct,"Statements will be set on an annual default frequency. Should you require these more frequently, please indicate here:","Statements will be set on an annual default frequency. Should you require these more frequently, please indicate here:",,
ROW:2|KEY:GENeQnumber,GENeQnumber,Passive Voice,Low,Could be more direct,Please confirm how many eQ connections this entity should be linked to. Please fill number,Please confirm how many eQ connections this entity should be linked to. Please fill number,,
